id,answer
343,5
344,5
345,5
346,4
347,5
348,5
349,5
350,5
351,2
352,5
353,5
354,5
355,5
356,5
357,4
358,5
359,4
360,5
361,5
362,5
363,5
364,5
365,2
366,5
367,5
368,5
369,5
370,5
371,5
372,5
373,4
374,5
375,5
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,5
385,5
386,5
387,5
388,5
389,5
390,5
391,4
392,4
393,5
394,5
395,5
396,5
397,5
398,5
399,5
400,5
401,5
402,5
403,5
404,2
405,5
406,4
407,5
408,5
409,5
410,5
411,5
412,5
413,5
414,5
415,5
416,5
417,4
418,5
419,5
420,5
421,5
422,5
423,5
424,5
425,5
426,5
427,5
428,5
429,5
430,5
431,5
432,4
433,5
434,5
435,5
436,5
437,4
438,5
439,5
440,5
441,5
442,5
443,5
444,4
445,5
446,5
447,4
448,3
449,5
450,5
451,5
452,5
453,5
454,5
455,4
456,5
457,5
458,5
459,5
460,4
461,5
462,5
463,4
464,5
465,5
466,5
467,5
468,4
469,5
470,5
471,4
472,5
473,3
474,5
475,5
476,5
477,5
478,5
479,5
480,5
481,5
482,5
483,3
484,5
485,5
486,5
487,3
488,5
489,5
490,5
491,4
492,5
493,5
494,5
495,5
496,5
497,3
498,5
499,5
500,5
501,5
502,5
503,5
504,5
505,5
506,5
507,5
508,5
509,5
510,4
511,5
512,5
513,5
514,5
515,5
516,5
517,5
518,5
519,5
520,5
521,5
522,5
523,5
524,5
525,5
526,3
527,5
528,4
529,5
530,5
531,5
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,5
541,5
542,5
543,5
544,5
545,5
546,5
547,5
548,5
549,4
550,5
551,5
552,5
553,5
554,3
555,4
556,5
557,5
558,5
559,
560,5
561,5
562,5
563,5
564,5
565,5
566,5
567,5
568,5
569,5
570,5
571,5
572,3
573,5
574,4
575,5
576,5
577,5
578,5
579,5
580,5
581,5
582,5
583,3
584,5
585,5
586,5
587,5
588,5
589,5
590,5
591,5
592,4
593,5
594,5
595,5
596,5
597,5
598,5
599,4
600,5
601,5
602,5
603,4
604,5
605,5
606,5
607,4
608,3
609,3
610,4
611,5
612,5
613,5
614,5
615,5
616,5
617,3
618,5
619,5
620,5
621,5
622,4
623,5
624,5
625,5
626,5
627,5
628,5
629,4
630,5
631,5
632,5
633,5
634,5
635,5
636,4
637,5
638,5
639,5
640,5
641,5
642,5
643,4
644,5
645,4
646,5
647,4
648,5
649,5
650,5
651,5
652,5
653,4
654,5
655,4
656,5
657,5
658,5
659,5
660,5
661,5
662,5
663,5
664,5
665,5
666,5
667,5
668,5
669,5
670,4
671,5
672,5
673,3
674,4
675,5
676,5
677,5
678,4
679,5
680,5
681,5
682,5
683,4
684,5
685,5
686,5
687,2
688,5
689,5
690,5
691,5
692,5
693,5
694,5
695,5
696,5
697,5
698,5
699,5
700,5
701,5
702,5
703,5
704,4
705,5
706,5
707,5
708,5
709,5
710,5
711,4
712,4
713,5
714,5
715,5
716,4
717,5
718,5
719,5
720,4
721,4
722,5
723,5
724,5
725,4
726,5
727,5
728,5
729,5
730,5
731,5
732,5
733,5
734,4
735,5
736,2
737,4
738,5
739,5
740,5
741,4
742,5
743,5
744,2
745,5
746,5
747,5
748,5
749,5
750,5
751,5
752,5
753,5
754,5
755,4
756,5
757,5
758,5
759,5
760,5
761,5
762,5
763,5
764,5
765,5
766,5
767,5
768,1
769,4
770,3
771,1
772,5
773,5
774,5
775,3
776,5
777,5
778,5
779,5
780,5
781,5
782,4
783,5
784,5
785,4
786,4
787,5
788,5
789,5
790,5
791,5
792,5
793,5
794,2
795,4
796,5
797,3
798,5
799,5
800,5
801,5
802,4
803,5
804,5
805,5
806,5
807,1
808,3
809,5
810,4
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,3
819,4
820,5
821,5
822,5
823,5
824,5
825,5
826,4
827,5
828,5
829,1
830,5
831,5
832,5
833,5
834,3
835,4
836,4
837,5
838,5
839,5
840,4
841,5
842,5
843,
844,5
845,5
846,4
847,5
848,5
849,5
850,3
851,4
852,5
853,5
854,5
855,5
856,5
857,5
858,5
859,3
860,5
861,5
862,5
863,5
864,5
865,5
866,4
867,4
868,5
869,5
870,5
871,5
872,5
873,5
874,4
875,5
876,5
877,5
878,5
879,4
880,4
881,5
882,5
883,5
884,5
885,5
886,3
887,5
888,4
889,5
890,5
891,5
892,5
893,5
894,5
895,5
896,4
897,5
898,5
899,5
900,5
901,5
902,4
903,5
904,5
905,3
906,5
907,5
908,5
909,5
910,5
911,5
912,5
913,5
914,5
915,5
916,4
917,4
918,5
919,4
920,5
921,4
922,5
923,5
924,5
925,5
926,5
927,5
928,5
929,5
930,3
931,5
932,5
933,5
934,5
935,5
936,5
937,4
938,5
939,5
940,4
941,5
942,5
943,5
944,4
945,5
946,5
947,5
948,5
949,5
950,5
951,5
952,4
953,5
954,5
955,5
956,5
957,5
958,5
959,5
960,4
961,5
962,5
963,5
964,4
965,5
966,5
967,5
968,5
969,5
970,5
971,5
972,5
973,5
974,5
975,5
976,5
977,5
978,5
979,5
980,5
981,5
982,5
983,5
984,5
985,5
986,5
987,4
988,4
989,5
990,5
991,5
992,5
993,4
994,5
995,5
996,5
997,5
998,5
999,5
1000,5
1001,5
1002,5
1003,5
1004,4
1005,5
1006,5
1007,4
1008,4
1009,5
1010,5
