id,answer
644,5
645,5
646,4
647,5
648,5
649,5
650,5
651,5
652,5
653,5
654,5
655,4
656,5
657,5
658,5
659,5
660,2
661,5
662,3
663,4
664,4
665,5
666,5
667,4
668,3
669,4
670,4
671,3
672,4
673,4
674,4
675,4
676,5
677,5
678,5
679,3
680,5
681,5
682,4
683,5
684,5
685,5
686,5
687,3
688,5
689,5
690,5
691,5
692,5
693,5
694,4
695,5
696,4
697,5
698,5
699,5
700,5
701,5
702,5
703,4
704,5
705,5
706,5
707,4
708,3
709,5
710,5
711,5
712,3
713,5
714,3
715,5
716,5
717,4
718,5
719,5
720,5
721,5
722,4
723,5
724,5
725,5
726,5
727,5
728,3
729,5
730,
731,5
732,5
733,4
734,5
735,4
736,3
737,5
738,5
739,5
740,5
741,5
742,5
743,5
744,1
745,5
746,4
747,5
748,5
749,5
750,5
751,4
752,5
753,4
754,5
755,4
756,5
757,5
758,5
759,5
760,5
761,5
762,5
763,5
764,5
765,5
766,5
767,5
768,4
769,4
770,5
771,4
772,5
773,5
774,5
775,4
776,5
777,5
778,5
779,5
780,5
781,5
782,4
783,5
784,5
785,5
786,5
787,4
788,5
789,4
790,5
791,5
792,5
793,3
794,5
795,5
796,4
797,3
798,5
799,5
800,5
801,5
802,5
803,5
804,5
805,5
806,2
807,5
808,5
809,5
810,4
811,5
812,4
813,5
814,5
815,5
816,5
817,5
818,3
819,3
820,4
821,5
822,5
823,3
824,4
825,5
826,5
827,5
828,4
829,5
830,5
831,5
832,5
833,3
834,5
835,5
836,5
837,5
838,4
839,5
840,5
841,4
842,3
843,5
844,5
845,5
846,5
847,5
848,5
849,3
850,5
851,5
852,5
853,5
854,5
855,4
856,5
857,5
858,5
859,5
860,5
861,5
862,5
863,5
864,5
865,5
866,5
867,3
868,5
869,4
870,5
871,5
872,5
873,5
874,5
875,5
876,5
877,5
878,5
879,5
880,5
881,5
882,5
883,5
884,5
885,5
886,4
887,5
888,2
889,5
890,5
891,5
892,5
893,5
894,2
895,5
896,4
897,5
898,4
899,5
900,3
901,4
902,5
903,5
904,3
905,5
906,5
907,5
908,4
909,5
910,3
911,5
912,4
913,4
914,5
915,5
916,5
917,5
918,5
919,5
920,5
921,3
922,4
923,5
924,5
925,5
926,5
927,5
928,5
929,5
930,3
931,5
932,5
933,5
934,5
935,5
936,5
937,4
938,5
939,5
940,5
941,
942,5
943,5
944,5
945,5
946,3
947,5
948,4
949,5
950,5
951,5
952,5
953,4
954,5
955,4
956,4
957,5
958,4
959,4
960,4
961,5
962,5
963,3
964,5
965,3
966,5
967,5
968,5
969,5
970,5
971,5
972,4
973,5
974,4
975,5
976,5
977,5
978,5
979,5
980,5
981,5
982,5
983,4
984,5
985,4
986,5
987,4
988,4
989,5
990,3
991,5
992,5
993,4
994,5
995,5
996,5
997,3
998,4
999,5
1000,4
1001,5
1002,3
1003,3
1004,5
1005,5
1006,5
1007,5
1008,4
1009,5
1010,5
